timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-11.6370,106.8420,23.6430,-1.6820,-0.6790,0.7230,6.5480,7.5820,1.1710,24.6080,-13.2640,0.9760,-2.1490,-0.3680,-0.8550,-1.9610,7.5730,5.7440,31.1430,-155.7530,-8.3310,-0.7390,1.9900,0.7730,-5.7940,-7.2210,-2.5330,-9.5850,-91.9190,-56.8370,-1.4250,0.1990,0.5960,-3.2470,-7.5580,-5.0760,-5.9110,-51.6460,50.5830,-0.8730,0.3030,0.6900,-1.9970,-9.0860,3.3160,3.8200,78.5810,44.7240,0.0810,-1.9720,-0.4460,-6.1480,7.5700,3.2130
20,-11.6180,106.8590,23.6430,-1.1470,-0.1760,0.9820,6.4880,7.6020,1.2670,24.5900,-13.2840,0.9760,-2.7900,-0.0940,-0.7940,-1.8560,7.6590,5.5740,31.1870,-155.7980,-8.3310,-1.3490,2.2040,0.6970,-5.8780,-7.1250,-2.6740,-9.5660,-91.9670,-56.8370,-2.0510,0.8250,-0.2440,-3.3710,-7.2760,-5.1710,-5.8700,-51.6230,50.5830,-1.2550,0.2730,-0.0430,-1.9850,-8.9330,3.3830,3.7910,78.6430,44.7240,-0.3930,-1.6670,-0.7210,-6.1200,7.4600,3.0170
40,-11.6200,106.9130,23.6430,-0.9950,0.6180,1.0740,6.5670,7.5060,1.1560,24.6610,-13.2000,0.9760,-2.9430,0.5170,-0.6570,-2.1260,7.8410,5.2580,31.1740,-155.8090,-8.3310,-2.6780,1.5930,1.0630,-5.6550,-7.1420,-2.5160,-9.5990,-92.0070,-56.8370,-3.6080,0.8860,-0.0150,-3.2080,-7.4480,-5.0850,-5.8060,-51.6160,50.5830,-1.7890,-0.3380,0.2930,-2.0640,-8.7220,3.2870,3.7630,78.6230,44.7240,-1.1410,-0.8270,-1.3010,-6.1670,7.5270,3.2560
60,-11.5170,106.8960,23.6430,-2.1400,0.6490,1.5170,5.9880,7.3670,1.2640,24.6230,-13.4210,0.9760,-3.9050,-1.9710,-0.1530,-1.9230,7.2830,6.0570,31.2210,-155.9080,-8.3310,-2.6010,2.1730,0.7880,-5.9180,-7.1280,-2.7800,-9.5690,-92.0930,-56.8370,-3.5930,1.8630,-0.2440,-3.3950,-7.4460,-5.2790,-5.7080,-51.7300,50.5830,-3.5910,-0.0020,0.6440,-2.1640,-9.1220,3.2590,3.7430,78.5690,44.7240,-1.9800,-1.1020,-1.2710,-6.1960,7.4750,3.2940
80,-11.6010,106.8210,23.6430,-2.2920,-1.8240,3.2420,6.7350,7.4750,1.4390,24.6880,-13.3420,0.9760,-2.0420,-1.3460,0.4730,-2.2170,7.7240,5.3010,31.2420,-155.9260,-8.3310,-1.2880,1.9600,-0.0060,-5.7960,-7.1420,-2.6360,-9.5520,-92.1230,-56.8370,-1.8520,1.7250,-1.0990,-3.3110,-7.3910,-5.1710,-5.6760,-51.7680,50.5830,-2.1250,-0.3070,-0.9290,-1.9900,-8.8780,3.1790,3.7220,78.5610,44.7240,-1.2630,-1.7130,0.0270,-6.2390,7.4990,3.2080
100,-11.6660,106.7300,23.6430,-1.6050,-1.5040,2.8910,6.6850,7.4460,1.5250,24.5380,-13.5060,0.9760,-3.0040,-3.7420,0.9620,-1.6710,7.4790,6.0690,31.2790,-155.9950,-8.3310,-0.6470,2.4180,-0.3260,-5.8300,-7.0840,-2.8040,-9.5520,-92.1230,-56.8370,-1.8520,1.7250,-1.0990,-3.3110,-7.3910,-5.1710,-5.6760,-51.7680,50.5830,-2.1250,-0.3070,-0.9290,-1.9900,-8.8780,3.1790,3.7080,78.5260,44.7240,-1.2020,-2.3540,0.3320,-6.2970,7.4320,3.2750
120,-11.6390,106.7700,23.6430,0.0280,-0.7710,1.1960,6.4670,7.6590,1.2930,24.3900,-13.7280,0.9760,-2.4690,-3.6810,0.6260,-1.6690,7.3770,6.3250,31.2730,-156.0300,-8.3310,-0.3870,1.4100,-0.1740,-5.8060,-7.2110,-2.7770,-9.5610,-92.2050,-56.8370,-0.8140,0.7790,-0.5800,-3.2560,-7.4360,-5.3850,-5.5990,-51.8170,50.5830,-0.5220,-0.4600,-0.4550,-2.0590,-9.0170,3.1050,3.7020,78.4360,44.7240,-0.5760,-1.0560,0.0730,-6.2250,7.3600,3.4620
140,-11.6660,106.7520,23.6430,0.0590,-0.9690,0.3870,6.5890,7.4990,1.4250,24.3880,-13.6830,0.9760,-0.9120,-0.5670,0.1220,-1.9200,7.7050,5.5670,31.2900,-156.0320,-8.3310,-0.3420,0.7840,0.3300,-5.8660,-7.1320,-2.6600,-9.5750,-92.2170,-56.8370,-0.9360,-0.0150,-0.3810,-3.3060,-7.4120,-5.2150,-5.5820,-51.8130,50.5830,-0.6260,-0.7630,0.2030,-1.9970,-8.9380,3.2370,3.6770,78.4750,44.7240,0.0960,0.1040,-0.2170,-6.1770,7.6660,3.2320
160,-11.6240,106.8020,23.6430,0.9140,-0.2670,0.3870,6.3640,7.5610,1.2930,24.4390,-13.6250,0.9760,-1.4920,-0.9490,0.1070,-2.1210,7.7050,5.4610,31.2690,-156.0510,-8.3310,-1.0420,0.8110,0.2220,-5.7770,-7.2300,-2.7080,-9.5910,-92.2310,-56.8370,-1.3020,0.0000,-0.5800,-3.3210,-7.4940,-5.2600,-5.5620,-51.8190,50.5830,-0.6870,-0.6260,0.2190,-2.0090,-8.9830,3.2150,3.7100,78.4730,44.7240,-0.4540,-0.0490,-0.4620,-6.1820,7.3020,3.1700
180,-11.6040,106.9170,23.6430,1.0820,-0.9080,1.0890,6.3610,7.5370,1.1110,24.3830,-13.8350,0.9760,-2.3630,-5.2230,0.9620,-2.0570,7.2500,6.1940,31.2800,-156.0330,-8.3310,-0.4620,0.0630,-0.1450,-5.8850,-7.1470,-2.6070,-9.5840,-92.1900,-56.8370,-0.5390,0.1070,-0.6250,-3.3380,-7.4560,-5.0780,-5.5620,-51.8190,50.5830,-0.6870,-0.6260,0.2190,-2.0090,-8.9830,3.2150,3.6920,78.5030,44.7240,-0.4060,-0.2160,0.1360,-6.1290,7.5270,3.1700
