timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-33.3550,101.3630,-5.3420,-0.3680,-0.1140,0.7690,8.2120,6.0570,0.8140,4.0120,85.0390,-11.4560,-3.0150,-1.2430,0.7100,0.2920,7.1370,6.7640,8.3820,-81.8020,37.8800,-0.6090,0.5260,-1.1650,-4.9030,-8.0010,-2.7010,-27.6440,-74.8780,7.4210,-0.2550,0.6550,-1.0150,-0.7850,-8.4780,-4.9420,-4.2960,-45.0240,35.2480,-0.7310,0.5360,-1.1900,-1.9010,-9.2700,3.1890,-3.2480,68.1360,51.4470,-0.4580,-0.0700,0.6400,-1.1440,9.8670,5.2190
20,-33.4900,101.0430,-5.3420,-1.1460,-1.8550,0.0820,8.4160,5.7820,1.5110,3.8910,84.7670,-11.4560,-2.7400,-1.8390,-0.0840,0.3850,6.5700,7.5920,8.4510,-81.7910,37.8800,0.3530,1.0300,-0.8440,-4.8670,-7.9420,-2.9620,-27.5820,-74.9000,7.4210,0.5390,1.1130,-0.5880,-0.7250,-8.3750,-5.1260,-4.1970,-45.0070,35.2480,0.5510,0.6730,-1.3580,-1.9870,-9.2560,3.1460,-3.2480,68.1360,51.4470,-0.4580,-0.0700,0.6400,-1.1440,9.8670,5.2190
40,-33.5590,100.9920,-5.3420,-0.0010,-1.4120,-0.7110,8.2070,5.9810,1.0270,3.8210,84.8440,-11.4560,0.8780,-2.0830,0.1300,0.1960,7.1490,6.7900,8.5380,-81.7360,37.8800,1.4830,0.4490,-0.7980,-4.8990,-7.8030,-2.8350,-27.4620,-74.8420,7.4210,1.5460,1.4330,-0.2360,-0.9070,-8.3560,-4.8700,-4.1250,-44.9570,35.2480,0.9020,-0.0590,-1.3580,-1.9370,-9.1510,3.2080,-2.9970,68.1940,51.4470,1.4200,-1.0020,1.6630,-1.0750,9.9380,5.4610
60,-33.6090,100.9480,-5.3420,-0.1850,-0.6340,-1.2610,8.2150,5.9930,1.0100,3.6370,84.8530,-11.4560,0.2370,-3.1820,0.6950,0.5430,7.0560,6.9620,8.5930,-81.6560,37.8800,0.9480,-0.1310,-0.4620,-4.8960,-7.9510,-2.7650,-27.3970,-74.8090,7.4210,1.2560,0.7160,-0.1750,-0.7810,-8.3730,-4.9440,-4.0700,-44.9230,35.2480,1.0400,-0.5630,-0.7620,-1.9080,-9.1150,3.1340,-2.9970,68.1940,51.4470,1.4200,-1.0020,1.6630,-1.0750,9.9380,5.4610
80,-33.6280,100.9540,-5.3420,-0.2460,-1.0610,-1.7040,8.0210,6.0380,0.9070,3.5650,84.9460,-11.4560,-1.5490,-2.6940,0.3130,0.1920,7.1590,6.4910,8.6370,-81.6120,37.8800,0.9940,-0.2070,-0.3100,-4.8000,-7.8170,-2.8300,-27.3400,-74.7640,7.4210,1.3480,0.4870,-0.0530,-0.7660,-8.2770,-4.8430,-4.0230,-44.8720,35.2480,1.1160,-0.5940,-0.7320,-1.8790,-9.0600,3.1790,-2.9970,68.1940,51.4470,1.4200,-1.0020,1.6630,-1.0750,9.9380,5.4610
100,-33.6280,100.9540,-5.3420,-0.2460,-1.0610,-1.7040,8.0210,6.0380,0.9070,3.3200,84.6820,-11.4560,-3.1220,-3.8390,0.0230,0.7610,6.5700,7.5320,8.6960,-81.5290,37.8800,0.9630,0.0220,-0.0350,-4.7980,-7.7690,-2.6820,-27.2490,-74.7290,7.4210,1.3020,0.5020,0.1910,-0.8980,-8.2910,-4.8820,-3.9370,-44.8110,35.2480,1.2990,-0.3190,-0.3800,-2.0090,-9.0480,3.2060,-5.0300,66.4180,51.4470,2.5500,0.2200,1.2660,-1.1900,9.7280,5.2390
120,-33.6960,100.7410,-5.3420,1.3730,-1.6870,-1.8870,7.8960,5.9300,1.0800,3.2980,84.6860,-11.4560,-0.3740,-0.1590,-0.3430,0.2300,6.8620,6.7760,8.7900,-81.4790,37.8800,1.2950,-0.8480,-0.0800,-4.9130,-7.5780,-2.7250,-27.1530,-74.6790,7.4210,1.7140,-0.2310,0.1910,-0.9600,-8.2030,-4.7960,-3.8830,-44.7800,35.2480,1.6660,-1.0210,-0.1820,-1.9370,-9.0330,3.0740,-5.5550,65.9590,51.4470,2.6870,0.4640,1.4640,-1.1540,9.7160,5.1980
140,-33.7730,100.6860,-5.3420,2.2580,-1.6260,-2.1160,8.1710,5.8730,1.1350,3.2830,84.7090,-11.4560,0.6820,1.2310,-0.6160,0.3040,6.8470,6.7660,8.8710,-81.3980,37.8800,1.3860,-1.1380,-0.3400,-4.9180,-7.6400,-2.6530,-27.0480,-74.6340,7.4210,2.0040,-0.2610,0.1300,-1.0080,-8.1740,-4.8100,-3.7940,-44.6700,35.2480,1.8030,-0.9600,-0.3960,-2.0400,-8.8150,3.2780,-5.5550,65.9590,51.4470,2.6870,0.4640,1.4640,-1.1540,9.7160,5.1980
160,-33.8100,100.6310,-5.3420,3.2200,-0.0230,-2.8950,8.0470,5.8040,1.1640,3.2160,84.8110,-11.4560,1.3990,3.4450,-0.8910,0.6370,7.0650,6.6530,8.9250,-81.3460,37.8800,0.3940,-1.6120,-0.2330,-4.8600,-7.6420,-2.6740,-26.9920,-74.6110,7.4210,1.1650,-0.9790,-0.0990,-0.8910,-8.1330,-4.8000,-3.7670,-44.5980,35.2480,0.3830,-1.5250,0.3070,-1.8650,-8.8250,3.2610,-5.5550,65.9590,51.4470,2.6870,0.4640,1.4640,-1.1540,9.7160,5.1980
180,-33.6960,100.9370,-5.3420,4.8380,2.0690,-2.7270,7.7760,6.1890,0.4910,3.3110,84.8290,-11.4560,-0.6920,5.4290,-1.7920,0.2040,6.9460,6.7400,8.9500,-81.2550,37.8800,-1.5760,-1.4130,0.4840,-4.8310,-7.8650,-2.5020,-26.9600,-74.5720,7.4210,-0.6220,-1.4980,-0.0990,-0.8620,-8.3050,-4.7000,-3.7270,-44.5700,35.2480,-0.9600,-1.3420,0.9780,-1.9300,-8.9660,3.2490,-5.5550,65.9590,51.4470,2.6870,0.4640,1.4640,-1.1540,9.7160,5.1980
200,-33.7100,100.8640,-5.3420,4.6400,0.9080,-1.6890,7.9970,5.7890,1.2400,3.4320,84.6780,-11.4560,-1.3950,4.3760,-1.2420,0.0240,6.5820,7.1440,8.9410,-81.1800,37.8800,-1.4690,-1.2450,0.8050,-4.7620,-7.9800,-2.5930,-26.9760,-74.5300,7.4210,-0.6220,-1.5440,0.1600,-0.7040,-8.3750,-4.7210,-3.6990,-44.5600,35.2480,-0.1820,-0.9910,1.1770,-1.8790,-9.0640,3.1680,-7.0130,64.6380,51.4470,2.1380,0.8460,0.0440,-1.1040,9.7280,5.2580
220,-33.5630,101.2260,-5.3420,5.5410,0.9390,-1.7500,7.6930,6.4020,0.3850,3.5010,84.8300,-11.4560,0.4530,1.7500,0.0860,0.0170,7.0700,6.3470,8.9870,-81.1060,37.8800,0.2870,-0.7570,0.6370,-4.8460,-7.7880,-2.6260,-26.9290,-74.5020,7.4210,0.5540,-0.4900,0.5570,-0.8480,-8.2500,-4.7910,-3.6250,-44.5140,35.2480,0.6890,-0.2270,0.4900,-1.9610,-8.8730,3.1720,-7.0130,64.6380,51.4470,2.1380,0.8460,0.0440,-1.1040,9.7280,5.2580
240,-33.5510,101.2380,-5.3420,-0.6270,-0.4040,-0.8180,7.9060,6.0410,0.8500,3.3930,84.8750,-11.4560,-0.8300,-0.6170,0.2080,0.4740,7.0680,6.7160,9.0330,-81.0700,37.8800,0.1500,-0.5580,0.9270,-4.8600,-7.7930,-2.7340,-26.8820,-74.5060,7.4210,0.1540,-0.1520,0.8290,-0.8330,-8.2580,-4.8910,-3.5560,-44.4980,35.2480,0.0440,0.1250,0.7930,-1.9540,-9.0120,3.1650,-7.4210,64.2660,51.4470,2.0920,0.3110,0.0600,-1.1640,9.7780,5.2530
260,-33.6030,101.0810,-5.3420,-1.1460,-0.6790,0.2350,8.2550,5.9780,1.1950,3.3700,84.7280,-11.4560,-1.7000,-1.0130,-0.9370,0.1600,6.6890,7.2040,9.1440,-81.0480,37.8800,-0.2170,0.2050,1.2170,-5.0110,-7.6900,-2.7170,-26.7810,-74.5260,7.4210,-0.6710,0.6270,0.7800,-0.9820,-8.2840,-4.9060,-3.4520,-44.4830,35.2480,-0.2310,0.2310,0.4220,-2.0900,-9.0480,3.1910,-7.8100,63.9190,50.1780,1.5270,0.3110,-63.4520,-1.1830,9.8160,5.1810
280,-33.5370,101.1320,-5.3420,-0.0170,-0.1140,-0.7570,7.7760,6.1600,0.8160,3.3690,84.6560,-11.4560,-0.6920,0.5740,-0.2960,0.1920,6.7800,7.0460,9.2190,-81.0580,37.8800,-0.5530,-0.4060,0.8970,-5.0400,-7.8360,-2.8470,-26.7110,-74.5480,7.4210,-0.6400,-0.2730,0.3520,-0.9580,-8.3610,-4.9610,-3.4160,-44.5020,35.2480,-0.0470,-1.0680,1.1680,-1.9700,-9.2010,3.1120,-8.1890,63.5480,50.1780,1.4360,0.3720,-0.6120,-1.1640,9.7540,5.2980
300,-33.5040,101.1790,-5.3420,-1.8490,-1.1060,-0.4480,7.8840,6.1990,0.7490,3.4850,84.7340,-11.4560,1.4180,1.5640,0.1030,-0.1480,6.9790,6.7060,9.2520,-81.0110,37.8800,0.2410,-1.5050,0.5910,-4.8960,-7.7720,-2.6890,-26.6970,-74.5200,7.4210,0.2790,-0.6080,0.4270,-0.7830,-8.3130,-4.8100,-3.3890,-44.4730,35.2480,0.7780,-0.9760,0.6800,-1.9350,-9.1340,3.2030,-8.1890,63.5480,50.1780,1.4360,0.3720,-0.6120,-1.1640,9.7540,5.2980
320,-33.5480,101.0560,-5.3420,-1.4970,-0.6330,-0.0360,8.2120,5.9970,1.1160,3.4820,84.8850,-11.4560,1.3110,-0.7570,0.0720,0.0980,7.1680,6.5150,9.3060,-80.9230,37.8800,0.6690,-0.3750,0.0260,-4.9180,-7.8340,-2.6050,-26.6470,-74.4990,7.4210,0.5830,0.8910,0.1500,-0.8090,-8.3100,-4.8550,-3.2970,-44.3900,35.2480,0.7320,0.5510,-0.9390,-2.0300,-8.9110,3.3300,-8.1890,63.5480,50.1780,1.4360,0.3720,-0.6120,-1.1640,9.7540,5.2980
340,-33.5330,101.0530,-5.3420,0.8540,1.0460,-0.8450,8.0490,6.0190,0.9600,3.3560,84.8400,-11.4560,0.6090,-2.2840,-0.2180,0.4330,6.8330,7.0610,9.4040,-80.9190,37.8800,0.3290,0.5430,0.0110,-5.0110,-7.7280,-2.8010,-26.5600,-74.5060,7.4210,0.0180,1.0440,0.0280,-0.9430,-8.2980,-4.9130,-3.2500,-44.3800,35.2480,-0.0470,-0.1820,-0.1600,-1.9630,-9.1200,3.2030,-8.9630,62.9030,50.1780,-0.5800,-3.3530,-0.6730,-1.1320,9.7440,5.2720
360,-33.5330,101.0530,-5.3420,0.8540,1.0460,-0.8450,8.0490,6.0190,0.9600,3.3640,84.8830,-11.4560,0.5930,0.0520,0.2710,0.1320,6.9930,6.7800,9.4430,-80.8790,37.8800,-0.1610,-0.5590,0.4380,-4.9130,-7.8360,-2.6930,-26.5280,-74.5010,7.4210,-0.2870,-0.1160,0.1800,-0.8400,-8.3680,-4.8820,-3.1900,-44.3780,35.2480,-0.2450,-0.6700,0.3900,-2.0490,-9.1170,3.1890,-9.5720,62.3580,50.1780,0.7330,0.8610,0.3950,-1.2520,9.8880,5.2190
