timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.6160,83.8490,20.5150,0.1380,1.1530,-0.2970,-0.8280,9.6320,1.2930
20,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.6400,83.8640,20.5150,-0.0300,-0.0070,0.2830,-0.7950,9.5960,1.3120
40,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.6720,83.8650,20.5150,0.0930,0.2070,0.4340,-0.7520,9.6410,1.3720
60,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.6510,83.8430,20.5150,-0.1520,1.4120,-0.5300,-0.8570,9.6680,1.4410
80,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.6150,83.8180,20.5150,-0.2590,1.7020,-0.3920,-0.8950,9.6800,1.4480
100,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.6260,83.7930,20.5150,-0.1520,0.4960,0.5850,-0.8090,9.6250,1.4530
120,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.6850,83.7870,20.5150,0.1230,0.0810,1.4520,-0.6630,9.6130,1.4030
140,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.7340,83.8110,20.5150,0.6730,0.5690,0.8110,-0.6610,9.6030,1.3340
160,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.7370,83.8330,20.5150,0.9630,1.5770,-0.2430,-0.7470,9.5960,1.3580
180,-5.4220,70.9080,-110.2220,-1.3780,0.0340,0.3230,2.1310,8.2500,4.9870,-2.5530,7.5770,-26.2170,-0.6020,-0.7920,-0.9030,0.7920,-9.5430,2.1640,15.1610,-83.8730,-179.5220,-0.2420,0.2290,-1.3560,-4.6760,-8.3630,-1.0940,-5.5120,-13.5630,-34.6150,0.8030,-0.1530,-0.6870,-1.6970,-9.0910,-2.7610,-0.2970,-47.4590,-20.5020,-0.5840,-0.9710,-0.4850,-1.1060,-8.6430,4.5010,-12.7300,83.8710,20.5150,0.7650,1.6530,-0.9300,-0.7780,9.6250,1.2860
