timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,1.9080,91.7100,-48.9930,1.9040,0.5770,-0.7000,2.4880,9.2900,2.4470,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.5700,-56.6860,46.8780,0.6130,-1.2900,0.1090,-4.0290,-8.7150,2.2550,-12.5310,-71.1970,74.4490,1.2540,-0.9020,0.4900,-2.3730,-9.2900,0.1220,-4.0260,4.8600,50.1630,1.1750,-1.1660,0.1610,-0.2130,-7.8720,5.9640,-10.6130,79.2410,38.9120,1.1350,1.0940,0.5410,-1.0220,9.5860,1.2310
20,1.9080,91.7100,-48.9930,1.9040,0.5770,-0.7000,2.4880,9.2900,2.4470,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.5130,-56.6430,46.8780,1.3300,-0.6950,-0.3330,-3.9410,-8.5540,2.3680,-12.5900,-71.1740,74.4490,1.3000,-0.2610,-0.1060,-2.4470,-9.2560,0.1460,-4.0480,4.9140,50.1630,1.0990,-0.9370,-0.5110,-0.1320,-7.7380,5.9740,-10.6670,79.2990,38.9120,1.0900,0.1930,0.8610,-0.8500,9.5530,1.1230
40,1.7630,91.7890,-48.9930,1.6600,-1.6830,1.3920,3.1440,9.2320,2.4420,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.4850,-56.5980,46.8780,0.6590,0.2060,-0.6690,-4.0030,-8.5950,2.4300,-12.6410,-71.1300,74.4490,0.3990,-0.0170,-0.6100,-2.4610,-9.3180,0.2660,-4.0510,4.9710,50.1630,0.2750,-0.2500,-0.8010,-0.1560,-7.7430,6.0690,-10.7270,79.3320,38.9120,0.2040,0.1480,0.4490,-0.8240,9.5410,1.1440
60,1.7750,91.9190,-48.9930,1.9350,1.0350,-0.5320,2.7010,9.4190,2.1140,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.4910,-56.5780,46.8780,0.1060,0.4800,-0.0250,-4.0750,-8.5430,2.3750,-12.6680,-71.1150,74.4490,-0.3050,-0.0470,0.1720,-2.5260,-9.3040,0.2130,-4.0360,5.0520,50.1630,0.1360,0.1490,0.1040,-0.1920,-7.6640,6.1390,-10.7640,79.3810,38.9120,0.1730,0.1320,-0.5460,-0.8930,9.5070,1.0800
80,1.8090,91.8590,-48.9930,-0.0960,0.7600,-1.1730,2.5520,9.1580,2.5670,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.4910,-56.5390,46.8780,-0.3380,0.1720,0.7390,-4.0940,-8.5620,2.4710,-12.6950,-71.1290,74.4490,-0.6700,-0.1840,0.4770,-2.5230,-9.3040,0.1290,-4.0020,5.1020,50.1630,-0.1700,0.1020,0.8210,-0.2710,-7.7570,6.1120,-10.7650,79.4150,38.9120,-0.2400,0.4970,-0.7720,-1.0030,9.6030,1.1060
100,1.7920,91.9250,-48.9930,-0.1260,0.8360,-0.3640,2.7750,9.4000,2.1860,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.4960,-56.5060,46.8780,-0.5190,0.0190,0.5210,-4.1230,-8.5690,2.4660,-12.6970,-71.1400,74.4490,-0.9420,0.5800,0.3210,-2.5550,-9.3370,0.1460,-3.9590,5.1320,50.1630,-0.8410,0.5140,0.7250,-0.2800,-7.7500,6.0860,-10.7690,79.4150,38.9120,-1.0480,0.1900,-0.7220,-1.0130,9.6340,1.1760
120,1.7900,91.6950,-48.9930,-2.9810,-1.1680,-1.3090,2.5230,9.0050,2.9310,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.4960,-56.5060,46.8780,-0.5190,0.0190,0.5210,-4.1230,-8.5690,2.4660,-12.6820,-71.1780,74.4490,-1.2930,0.9160,0.2910,-2.5980,-9.3880,0.0670,-3.8650,5.1290,50.1630,-1.5130,0.9260,0.6330,-0.4450,-7.8790,6.0980,-10.7550,79.4000,38.9120,-1.7050,-0.0090,-0.8290,-1.0850,9.6080,1.1830
140,1.8140,91.6650,-48.9930,-0.5690,0.7410,0.3100,2.6310,9.4090,2.5210,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.5950,-56.5960,46.8780,-0.8980,0.1410,0.2750,-4.2950,-8.6670,2.2390,-12.6820,-71.2130,74.4490,-1.2470,0.3660,0.3980,-2.5830,-9.4260,0.0600,-3.7910,5.0970,50.1630,-1.3450,0.4220,0.7400,-0.4240,-7.9540,6.0050,-10.7250,79.3700,38.9120,-1.6290,0.4340,-0.6310,-1.1130,9.6030,1.2450
160,1.7800,91.5180,-48.9930,-0.8560,0.2030,0.3540,2.7410,9.1000,2.8400,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.6210,-56.6720,46.8780,-0.9850,-0.9900,0.3190,-4.2930,-8.6720,2.1480,-12.7370,-71.2670,74.4490,-0.4990,-0.7940,-0.1520,-2.4490,-9.4120,-0.0650,-3.7370,5.0560,50.1630,-0.7500,-0.5400,0.4350,-0.4310,-8.0130,5.9590,-10.6930,79.3330,38.9120,-0.8960,1.2430,0.0260,-1.0750,9.6610,1.3290
180,1.7980,91.4410,-48.9930,1.2550,0.4610,0.9320,2.5810,9.1770,2.7700,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.5680,-56.6810,46.8780,-0.5580,-1.7690,-0.4290,-4.1350,-8.8320,2.3770,-12.8180,-71.2720,74.4490,0.7400,-1.2480,-0.4410,-2.3750,-9.4260,0.0050,-3.7240,5.0240,50.1630,0.1510,-1.3790,-0.1600,-0.3470,-8.0490,5.9400,-10.6730,79.3110,38.9120,0.2650,1.2890,0.8810,-1.0270,9.5960,1.3530
200,1.7550,91.4570,-48.9930,2.6290,-1.0050,1.6810,2.6930,9.2180,2.5500,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.4960,-56.6890,46.8780,0.7860,-1.6920,-1.0700,-3.9700,-8.6860,2.2530,-12.8700,-71.2220,74.4490,1.7940,-1.0960,-0.4870,-2.4250,-9.3350,0.1150,-3.7330,5.0450,50.1630,1.1130,-1.4250,-0.8780,-0.2710,-7.8630,5.9570,-10.6920,79.3430,38.9120,0.7840,1.0290,1.4460,-0.9070,9.6200,1.2020
220,1.7040,91.5650,-48.9930,3.0420,-1.1880,1.8480,2.7390,9.4000,2.2890,-10.7000,1.9960,-4.2600,-18.3500,-2.7920,-0.7350,2.0880,-8.2890,5.0470,11.4280,-56.6670,46.8780,1.2280,-1.6460,-1.1010,-3.9430,-8.6240,2.3080,-12.9490,-71.1550,74.4490,1.7170,-0.9580,-0.3340,-2.2960,-9.3130,0.1800,-3.7950,5.0710,50.1630,1.1440,-1.3180,-0.8170,-0.0740,-7.8150,5.9420,-10.8090,79.3430,38.9120,-0.3460,-3.3220,-0.6310,-0.8500,9.5980,1.2320
