timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,6.6510,83.3830,-54.4430,1.7810,1.0000,1.9590,1.9540,9.2340,3.5340,1.6380,-24.9530,2.4120,-0.5840,0.0180,-0.6600,2.3680,-9.5500,1.0990,4.6780,-83.0470,27.0300,0.3560,-0.0170,-0.5790,-3.0120,-9.0260,-1.6950,-28.9030,-88.3630,48.3890,0.3390,0.4250,-1.2800,-0.0930,-9.3180,-2.6380,-2.1590,4.3320,38.0190,-0.6090,-1.1430,-0.8550,-0.4960,-7.7840,6.0740,-6.5390,70.8280,35.4030,0.3030,0.3110,1.4380,-1.4840,9.7230,2.7100
20,6.5800,83.3690,-54.4430,0.3910,-0.8780,0.6760,1.9180,9.0640,3.7800,1.6180,-24.9600,2.4120,-1.3750,0.1860,-0.3660,2.3750,-9.6320,1.1160,4.6840,-83.0010,27.0300,-0.2560,0.1520,0.0190,-3.0550,-9.0740,-1.6140,-28.9050,-88.2780,48.3890,0.2940,-0.1710,-1.3260,-0.0810,-9.3110,-2.5160,-2.1770,4.3970,38.0190,-1.0370,-1.4490,0.1980,-0.5100,-7.7310,6.1220,-6.6030,70.8650,35.4030,0.5630,0.0510,1.0870,-1.4630,9.7250,2.6960
40,6.5800,83.3690,-54.4430,0.3910,-0.8780,0.6760,1.9180,9.0640,3.7800,1.5950,-24.9520,2.4120,-1.5120,-0.5320,0.2290,2.3270,-9.6220,1.1710,4.6710,-82.9570,27.0300,-0.9120,-0.6130,0.2480,-3.0600,-9.1430,-1.5900,-28.8670,-88.2250,48.3890,-0.5000,-0.8730,-1.2800,-0.2560,-9.2870,-2.5690,-2.2190,4.3930,38.0190,-1.0670,-2.1050,1.3120,-0.4720,-7.9370,5.9810,-6.6560,70.9110,35.4030,0.1350,0.3720,0.3390,-1.4680,9.7040,2.6220
60,6.6880,83.4400,-54.4430,0.6820,0.6800,0.3560,1.7170,8.9540,3.7680,1.5480,-24.9060,2.4120,-0.5500,-1.3560,0.1380,2.3220,-9.4880,1.2190,4.6750,-82.9430,27.0300,-0.7440,-0.9030,-0.1340,-3.1360,-9.1290,-1.6950,-28.8970,-88.1900,48.3890,-0.6990,-1.8810,-1.0970,-0.0740,-9.3230,-2.6340,-2.2470,4.3940,38.0190,-0.7160,-1.7240,0.8850,-0.4910,-7.9320,5.9710,-6.6360,70.9340,35.4030,-0.2920,1.9450,0.0030,-1.6210,9.6700,2.6600
80,6.7710,83.5590,-54.4430,2.0560,2.1450,1.3790,1.5590,9.2580,3.4600,1.5010,-24.8920,2.4120,-0.3820,-1.0510,-0.6870,2.4060,-9.7610,1.1280,4.6560,-82.9430,27.0300,0.2180,-0.7810,-0.8360,-3.0290,-9.0740,-1.7960,-28.9060,-88.1560,48.3890,-0.2100,-1.5140,-1.0060,-0.1100,-9.4070,-2.7010,-2.2900,4.4090,38.0190,0.5660,-1.5400,0.0450,-0.4190,-7.9340,5.9230,-6.6260,70.9290,35.4030,-0.3230,1.7610,0.5060,-1.6090,9.6940,2.7700
100,6.7310,83.4990,-54.4430,0.8650,-1.4120,0.8600,1.7240,8.9400,3.9150,1.5170,-24.8680,2.4120,-0.1690,0.1860,-1.1450,2.2270,-9.6060,1.1320,4.6960,-82.9130,27.0300,1.1040,-0.0940,-1.0960,-3.1720,-9.0330,-1.7480,-28.9160,-88.1230,48.3890,1.1790,-0.9040,-0.8530,-0.0450,-9.2320,-2.7530,-2.2620,4.4810,38.0190,0.9940,-1.2960,-1.0690,-0.6490,-7.7480,6.0070,-6.6310,70.9520,35.4030,0.6240,0.5090,1.1320,-1.6520,9.7610,2.7510
120,6.5950,83.5320,-54.4430,2.1930,-0.8320,2.0200,2.1310,9.0910,3.7250,1.5250,-24.8610,2.4120,0.2280,-0.2870,-1.4650,2.2170,-9.6580,1.0510,4.7070,-82.8860,27.0300,0.6610,-1.2390,-1.1720,-3.1320,-8.9970,-1.7170,-28.8480,-88.0670,48.3890,1.6980,-0.5370,-1.0820,-0.2780,-9.2250,-2.7030,-2.3430,4.4980,38.0190,0.6730,-2.6850,0.3660,-0.3570,-7.8310,5.8660,-6.6790,70.9850,35.4030,0.8840,0.1890,1.6520,-1.5040,9.6800,2.7030
140,6.6200,83.6510,-54.4430,3.3990,1.3820,1.1950,1.7000,9.1240,3.4910,1.4140,-24.7990,2.4120,1.2360,-1.5700,-0.6110,2.5120,-9.4500,1.1490,4.7070,-82.8860,27.0300,0.6610,-1.2390,-1.1720,-3.1320,-8.9970,-1.7170,-28.8620,-87.9910,48.3890,1.0570,-2.0790,-0.9140,-0.0910,-9.3090,-2.6120,-2.4180,4.5190,38.0190,0.6120,-2.7770,1.2060,-0.3760,-7.8000,5.8710,-6.6920,70.9970,35.4030,0.7610,2.0820,0.9950,-1.4990,9.6800,2.7720
160,6.5910,83.7700,-54.4430,2.8950,-0.1600,0.5080,1.7790,9.1270,3.4380,1.3550,-24.7150,2.4120,1.2510,-1.1580,-0.6560,2.3680,-9.4740,1.2350,4.6370,-82.7860,27.0300,0.2790,-1.6660,-0.5310,-3.0310,-9.0360,-1.6110,-28.8770,-87.9270,48.3890,0.8740,-2.1100,-0.3490,-0.0690,-9.2560,-2.6290,-2.4850,4.5540,38.0190,0.0170,-2.2270,1.1900,-0.3590,-7.8390,6.0170,-6.7010,71.0370,35.4030,0.6550,2.4030,0.6740,-1.4840,9.6560,2.6480
180,6.5590,83.8490,-54.4430,2.7730,-0.4650,0.6310,1.7690,9.1000,3.5550,1.2730,-24.6580,2.4120,1.0680,-1.0510,-0.4580,2.4610,-9.4950,1.1640,4.6050,-82.7730,27.0300,0.6910,-1.4680,-0.4850,-2.9810,-9.0380,-1.7650,-28.8960,-87.8550,48.3890,0.2940,-1.9270,-0.1660,-0.0340,-9.4070,-2.5980,-2.5030,4.5970,38.0190,0.9940,-1.1890,0.7930,-0.4600,-7.8510,5.9830,-6.7120,71.0460,35.4030,0.2270,2.0060,0.4760,-1.4940,9.5600,2.7010
