timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-0.3830,-1.1340,33.2620,-0.7720,-2.5700,-0.1900,8.2620,4.7960,-0.4020,8.4300,81.3850,-14.2400,-0.9090,-0.9760,-0.0840,1.9940,7.2930,6.1990,-21.0690,69.0420,-38.5870,-1.8450,-0.4650,0.0400,-1.5590,6.2700,7.9630,-29.4250,-60.5330,61.6560,0.9530,-1.7620,-0.5930,-2.8350,-9.0240,-2.6020,10.5190,12.7070,8.0130,-0.4480,-1.3810,0.0040,-2.6840,-6.7300,7.0490,-13.5100,47.3020,34.3490,-0.4850,-0.0180,0.1410,-4.4530,7.5900,5.5740
20,-0.4680,-1.1200,33.2620,-0.5280,-4.0510,0.1770,8.8540,4.7500,-0.4840,8.3910,81.4740,-14.2400,1.5190,0.9630,0.5120,2.2270,7.7960,5.4950,-21.1320,69.0720,-38.5870,-0.4400,0.1150,1.8270,-1.3050,6.7250,7.3500,-29.4440,-60.3370,61.6560,0.9080,-1.0290,-0.1510,-2.3490,-9.0620,-2.0540,10.4280,12.7570,8.0130,0.3150,-1.6870,1.0420,-2.3390,-6.4380,7.0630,-13.5610,47.3530,34.3490,0.5680,0.2720,1.2560,-4.5060,7.8480,5.5260
40,-0.5770,-1.1440,33.2620,-0.5890,-3.0740,1.6880,9.1840,4.7360,-0.4210,8.3660,81.6120,-14.2400,0.8930,-0.2430,1.4890,2.1000,7.9200,5.3150,-21.2150,69.1730,-38.5870,-1.6460,0.6650,1.5520,-1.1730,6.8950,7.0290,-29.3290,-60.2700,61.6560,0.0980,-1.3040,-1.6010,-2.8130,-8.8920,-2.3870,10.3700,12.7800,8.0130,-0.8910,-1.8550,0.1570,-2.4040,-6.3090,6.9070,-13.6010,47.3790,34.3490,-0.3480,0.1190,1.4390,-4.5010,7.7280,5.4680
60,-0.5960,-1.1090,33.2620,-0.6350,-2.2650,1.3220,8.8180,4.8220,-0.5340,8.3900,81.6370,-14.2400,-1.3970,-1.0680,1.5500,1.8650,7.7620,5.4760,-21.2430,69.0820,-38.5870,-3.7990,0.2370,0.0860,-1.4030,6.5580,7.4480,-29.1820,-60.2380,61.6560,-1.5200,0.6960,-2.0900,-2.8280,-9.0070,-2.4300,10.3200,12.7110,8.0130,-3.4870,-1.7330,-0.5910,-2.5090,-6.6490,7.0650,-13.6830,47.3590,34.3490,-1.5850,-0.3840,0.8740,-4.3810,7.7240,5.5550
80,-0.5960,-1.1090,33.2620,-0.6350,-2.2650,1.3220,8.8180,4.8220,-0.5340,8.2990,81.5250,-14.2400,-1.8400,-1.2510,1.6260,2.2890,7.5920,5.9020,-21.1970,68.8480,-38.5870,-3.8910,-0.5260,-0.3720,-1.7810,6.3570,8.0300,-29.1820,-60.2380,61.6560,-1.5200,0.6960,-2.0900,-2.8280,-9.0070,-2.4300,10.3080,12.6720,8.0130,-2.6470,-1.2900,-0.5000,-2.5860,-6.5550,7.0170,-13.7080,47.4010,34.3490,-1.4320,-0.3080,0.7520,-4.5390,7.7330,5.3200
100,-0.7060,-1.2850,33.2620,-0.7420,-3.5930,0.4210,9.1960,4.8910,-0.1870,8.2910,81.4110,-14.2400,-0.4970,-0.9910,0.9090,2.0210,7.5200,5.9860,-21.1940,69.0390,-38.5870,-0.2720,-0.3130,1.3070,-1.5230,6.9340,6.8040,-28.7800,-60.0670,61.6560,2.2510,1.0170,-0.0440,-3.1440,-8.7580,-2.5670,10.3090,12.7180,8.0130,-0.3260,-0.6030,-0.1490,-2.5620,-6.4070,7.0530,-13.6890,47.4420,34.3490,-0.5460,-0.2320,1.3630,-4.7120,7.6900,5.3580
120,-0.6600,-1.3650,33.2620,0.1130,-1.7920,0.2070,8.5330,4.8820,-0.3020,8.3180,81.4280,-14.2400,-1.6110,-1.8160,0.7560,1.8240,7.7620,5.5280,-21.2910,69.1030,-38.5870,-2.3180,0.2980,1.7350,-1.1250,6.7440,7.0170,-28.6640,-59.8860,61.6560,0.5560,-2.4180,-1.4940,-2.9330,-8.9950,-2.0520,10.2550,12.8260,8.0130,0.4390,-1.7290,0.2950,-2.3390,-6.0210,6.8690,-13.7090,47.5090,34.3490,0.4610,-0.0490,1.8360,-4.5830,7.7910,5.3970
140,-0.5930,-1.3690,33.2620,0.8920,-0.8760,0.1310,8.5520,4.8990,-0.4070,8.4330,81.4170,-14.2400,-1.7480,0.2910,1.1990,1.6300,7.6140,5.5260,-21.1740,68.9930,-38.5870,-3.8290,1.0920,0.5590,-1.8700,6.5070,7.5230,-28.4640,-59.8700,61.6560,-0.4820,-0.7080,-1.2960,-3.0860,-8.7750,-2.4730,10.2680,12.8580,8.0130,-1.4850,-1.9740,0.4470,-2.6890,-6.3590,7.0650,-13.6650,47.5660,34.3490,-0.6990,0.8060,1.0880,-4.6590,7.6090,5.2100
160,-0.5400,-1.4080,33.2620,1.1510,-0.6620,0.4060,8.5310,4.8240,-0.3330,8.4690,81.3240,-14.2400,-1.1990,0.6420,1.6870,1.9490,7.5270,5.8610,-21.1040,68.9120,-38.5870,-2.1040,1.3970,1.9940,-1.6900,6.4830,7.5370,-28.3900,-59.7840,61.6560,-0.1610,-3.2270,-1.2960,-2.8870,-9.0500,-2.3340,10.2780,12.8070,8.0130,-1.4850,-2.4470,1.0730,-2.7130,-6.5700,6.8810,-13.5800,47.5910,34.3490,-1.2180,2.1040,0.9200,-4.7550,7.6090,5.2910
180,-0.5400,-1.4080,33.2620,1.1510,-0.6620,0.4060,8.5310,4.8240,-0.3330,8.5990,81.3290,-14.2400,0.7400,1.2230,1.6260,1.6470,7.6330,5.6910,-21.0470,69.0720,-38.5870,-1.0200,1.6720,3.0630,-1.5920,6.9020,6.8570,-28.3900,-59.7840,61.6560,-0.1610,-3.2270,-1.2960,-2.8870,-9.0500,-2.3340,10.2980,12.7900,8.0130,-0.7980,-2.4930,1.2410,-2.7080,-6.4160,6.8090,-13.5180,47.6240,34.3490,-1.2950,2.2260,1.5610,-4.7690,7.8050,5.3870
200,-0.6120,-1.3150,33.2620,0.6170,-3.2420,2.9710,9.0140,4.8910,-0.5150,8.6930,81.4730,-14.2400,0.3580,0.7650,2.6800,1.7190,7.8960,5.2650,-21.0470,69.0720,-38.5870,-1.0200,1.6720,3.0630,-1.5920,6.9020,6.8570,-28.2230,-59.6970,61.6560,1.1060,-1.9910,-3.2350,-2.8300,-8.9660,-2.5070,10.2790,12.7560,8.0130,-2.3550,-2.4320,-0.7130,-2.6480,-6.6030,7.0720,-13.4940,47.6150,34.3490,-2.0880,1.2190,2.2940,-4.6590,7.6760,5.4060
220,-0.6010,-1.3900,33.2620,1.1060,-2.3110,2.8330,8.1350,4.5490,-0.2610,8.6340,81.3610,-14.2400,-2.0230,-1.3730,3.9010,2.1090,7.4680,5.8200,-21.0370,68.8040,-38.5870,-4.1040,0.7410,2.9260,-1.4800,6.5430,7.1730,-28.1420,-59.6120,61.6560,-0.0080,-0.6620,-2.9140,-2.7150,-9.0070,-2.3340,10.2080,12.7550,8.0130,-1.0730,-3.5000,-0.6670,-2.4180,-6.3090,6.7850,-13.5660,47.5910,34.3490,-2.4550,0.3790,2.6760,-4.3620,7.7190,5.4730
