timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-10.2000,11.3090,45.7060,-4.4070,-5.0910,0.5440,9.7130,3.5750,-1.9150,15.2130,92.5830,-11.5220,-2.2780,-1.2030,0.2160,0.9240,9.1600,3.3730,-15.0810,69.5160,-49.2310,1.3860,0.8510,2.1140,-2.0710,7.0010,6.5290,-26.6080,-70.1610,64.6110,0.8940,-4.2910,0.2210,-1.8460,-8.2340,-4.1470,12.1920,0.2920,5.8290,2.7410,-2.2970,1.8250,-2.6260,-7.5630,5.2910,-9.2030,43.4240,24.6890,2.8120,0.8060,0.7060,-5.4440,7.5900,6.1290
20,-10.1340,11.4360,45.7060,-6.5290,-2.9380,-0.2200,9.0430,3.5240,-1.9990,15.0580,92.2590,-11.5220,-5.3920,-4.3780,-0.2420,1.2040,8.3220,4.9130,-15.1540,69.3100,-49.2310,-3.8810,0.9730,-0.7710,-2.2840,6.3610,7.5970,-26.5640,-70.0750,64.6110,-0.8610,-0.2750,-0.6190,-2.2580,-8.6430,-4.2260,12.0820,0.3580,5.8290,-0.1750,-1.6100,0.8180,-2.5710,-7.8480,5.6360,-9.2970,43.5030,24.6890,0.9960,-0.4910,-0.6520,-4.9990,7.2110,6.1000
40,-10.1760,11.1410,45.7060,-6.9710,-2.5870,-0.4640,9.2080,3.4260,-1.3100,15.0440,92.1160,-11.5220,-2.5070,-3.1570,-0.1650,0.8020,8.4680,4.5370,-14.9990,69.2670,-49.2310,-0.9950,1.0500,-1.7480,-3.1080,6.5410,7.2640,-26.5640,-70.0750,64.6110,-0.8610,-0.2750,-0.6190,-2.2580,-8.6430,-4.2260,12.1150,0.4380,5.8290,2.2670,-0.0380,0.2830,-2.9230,-7.7480,5.4350,-9.2820,43.6140,24.6890,2.2930,-0.1710,0.0800,-5.3820,7.3310,5.7560
60,-10.1230,11.1700,45.7060,-3.8720,-3.2280,-1.0600,9.3690,3.7210,-1.8220,14.9650,92.1090,-11.5220,0.0890,-1.7070,0.0480,1.1520,8.7100,4.3410,-15.0740,69.3910,-49.2310,3.4630,-0.3400,1.5950,-2.2790,6.5480,6.8620,-26.4360,-69.9620,64.6110,3.5200,-2.1690,2.9690,-2.3920,-8.0900,-4.3890,12.2420,0.5770,5.8290,3.5800,0.1300,1.3670,-3.2490,-7.6300,5.5070,-9.2750,43.8210,24.6890,4.0030,1.7840,0.4770,-5.2670,7.5900,5.6690
80,-10.0220,11.2720,45.7060,-2.2080,-3.1210,-3.0440,9.2580,3.8090,-1.9230,15.1270,92.4670,-11.5220,-1.1480,1.9120,-0.6390,0.5460,9.2010,3.0690,-15.1440,69.7880,-49.2310,2.8520,2.0880,2.2210,-2.1000,7.1490,6.0740,-26.3940,-69.8730,64.6110,1.2760,-5.4820,1.4270,-2.4920,-8.1020,-4.0750,12.2860,0.7950,5.8290,3.1530,-1.7480,3.2450,-2.9110,-7.0050,5.4250,-9.1730,43.9950,24.6890,2.4610,3.2800,-0.8970,-5.5350,7.5420,5.6120
100,-9.7730,11.4600,45.7060,-2.1930,0.6340,-3.1050,8.7340,3.7970,-2.0610,15.2610,92.3920,-11.5220,-6.6750,0.0340,-0.5930,0.4960,8.6810,4.0460,-15.0810,69.7840,-49.2310,-4.5980,5.0340,-0.5270,-2.4300,6.7470,6.8550,-26.2650,-69.8330,64.6110,-2.4950,-1.4210,-0.2070,-2.6290,-8.4590,-4.1560,12.2540,0.8690,5.8290,0.1300,-1.1520,3.5050,-2.7320,-7.5060,5.4760,-9.0270,44.0150,24.6890,-0.8820,1.9510,-2.1790,-5.7080,7.1490,5.6650
120,-9.6420,11.2840,45.7060,-4.4980,0.6190,-0.8310,8.7920,3.6300,-1.4600,15.2100,91.9300,-11.5220,-7.1480,-2.8520,-0.3490,0.9550,8.2380,5.3320,-14.7890,69.2730,-49.2310,-4.7970,2.3170,-3.0920,-3.7640,5.7840,8.5450,-26.2280,-69.8810,64.6110,0.1010,-2.9630,1.1210,-2.3940,-8.1470,-4.5200,12.3850,0.8670,5.8290,0.1150,0.7250,1.7640,-3.3060,-7.8980,5.4520,-8.9400,44.0540,24.6890,-0.1040,1.3100,-0.9270,-5.6310,7.2980,5.7650
140,-9.6910,10.8380,45.7060,-2.8030,-2.3120,0.2530,9.3950,3.5600,-0.9790,15.2730,91.8570,-11.5220,-1.3770,0.2170,0.3990,0.7610,8.6740,4.5080,-14.6170,69.4440,-49.2310,3.1120,1.3240,1.2290,-3.1440,6.7470,6.8140,-26.2450,-69.8100,64.6110,1.2760,-3.4510,1.7780,-2.3010,-8.5380,-4.3570,12.4820,0.9060,5.8290,1.9770,-0.4350,1.5810,-3.2250,-7.7600,5.3770,-8.8530,44.0780,24.6890,1.4690,1.9060,0.8900,-5.7560,7.4120,6.0480
160,-9.7060,10.8730,45.7060,-1.4750,-3.9760,-0.3420,9.4980,3.6250,-1.6450,15.3250,91.9520,-11.5220,0.9130,-0.1950,1.2240,0.7730,8.9540,4.1610,-14.5530,69.5680,-49.2310,4.2410,0.0110,3.8090,-2.8750,6.6560,7.0270,-26.2340,-69.8550,64.6110,5.3980,-4.3370,1.9760,-2.4540,-8.1830,-4.9220,12.5280,0.9720,5.8290,4.1610,-1.7780,2.8480,-3.1150,-7.7260,5.3060,-8.7470,44.1290,24.6890,2.5070,2.6380,1.9430,-5.6410,7.9340,6.1440
180,-9.6760,10.9400,45.7060,-2.6510,-2.1290,-0.2660,9.3490,3.5580,-1.6950,15.2860,92.0860,-11.5220,-2.9340,-0.6840,3.3000,1.0560,9.0790,3.7710,-14.7260,70.0460,-49.2310,0.4090,1.9660,3.9920,-1.8080,7.4120,5.7200,-26.2500,-69.8760,64.6110,1.1390,-1.1300,-0.2220,-2.0540,-8.0450,-4.4320,12.5130,1.0600,5.8290,3.9160,-3.1680,1.9320,-2.8280,-7.2450,5.0900,-8.7640,44.0960,24.6890,-0.9890,1.4780,0.4770,-5.4010,7.4360,6.0910
