timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-18.1320,14.8980,47.6610,-1.7020,-0.8520,0.7380,9.7640,2.5640,-1.8170,12.9960,94.4780,-14.7580,-6.1360,-2.9000,0.4640,1.4370,8.4230,4.5560,-21.6680,78.4600,-41.5200,-5.5170,2.6920,-2.2530,-1.4510,7.7740,6.1340,-15.3170,-54.7160,71.0820,-4.5420,-0.0110,-3.9330,-3.7330,-9.1940,-1.7690,14.3570,18.0340,7.5580,-5.9430,-1.4150,-0.3540,-3.0330,-5.7370,7.5270,-9.8780,40.9950,26.7290,-1.3100,-2.0330,-0.5460,-5.2240,7.0490,6.6370
20,-18.0620,15.0110,47.6610,-3.0460,-0.5320,0.2030,9.4710,2.4610,-1.3690,12.7640,93.8770,-14.7580,-4.3500,-3.6170,1.2120,1.9920,8.1190,5.6100,-21.4730,78.0300,-41.5200,3.4150,-1.0030,2.1290,-1.7380,7.7570,6.0840,-15.2680,-54.6600,71.0820,-0.6940,1.3930,-2.3140,-4.0580,-9.9550,-2.0350,14.3410,17.9230,7.5580,-3.5610,-0.0410,-1.5140,-3.3570,-6.0480,7.5750,-9.9430,40.9530,26.7290,0.7970,-0.9650,0.7830,-5.2910,7.1160,6.6890
40,-18.0490,15.2360,47.6610,-1.2900,-4.2870,-0.8500,10.0130,2.6020,-1.5470,12.6050,93.7400,-14.7580,1.2380,-0.3960,-0.3140,1.9900,8.7770,4.6140,-21.7440,78.3410,-41.5200,4.3920,0.8440,4.9530,-0.5120,8.0610,5.5330,-15.1800,-54.7880,71.0820,4.8020,1.3480,1.9910,-3.8500,-8.7800,-2.7580,14.4750,18.0060,7.6590,-0.4920,-0.6060,5.0810,-3.2180,-5.3080,7.4150,-9.8660,41.0680,26.7290,5.5450,1.2490,2.6610,-5.3820,7.4990,6.5840
60,-18.0090,15.7790,47.6610,-0.9240,-7.1730,-2.1330,9.8830,2.6190,-1.9900,12.6290,93.9330,-14.7580,-3.4790,1.6500,-0.9400,1.4440,9.1240,3.1770,-21.9030,78.7530,-41.5200,-4.4480,5.6530,-0.3600,-0.5460,8.4520,4.6420,-15.4110,-54.6310,71.0820,2.2980,-8.4390,1.0750,-3.1050,-8.3410,-1.5710,14.3270,18.0960,7.6590,-4.0490,-3.1710,2.1500,-2.8970,-5.1280,7.5080,-9.7950,41.1700,26.7290,4.8430,0.9590,1.4090,-5.3820,7.7330,6.3640
80,-17.9350,16.0500,47.6610,-3.0610,-3.0350,-1.6900,9.3710,2.4660,-1.5830,12.8330,93.8510,-14.7580,-14.0750,-0.9450,0.6630,0.6060,8.6980,3.2660,-21.9180,78.4170,-41.6920,-16.8750,1.1340,-8.6190,-3.4930,5.9620,9.9360,-15.4490,-54.5990,71.0820,-6.2360,-0.4840,-2.0550,-3.3160,-8.6070,-1.4840,14.2320,17.9270,7.6590,-6.0800,-3.3840,-2.8580,-3.3420,-6.1770,7.6780,-9.8550,41.1050,26.7290,0.0490,-2.4150,-0.7900,-5.2580,6.8760,6.4360
100,-17.6850,16.3560,47.6610,-4.0230,-0.4700,0.9970,8.8490,2.6670,-1.7930,12.4820,92.9190,-14.7580,-11.7540,-6.3960,2.8920,2.3030,7.8000,6.3420,-21.7420,78.6560,-41.6920,4.8800,0.6760,2.9080,-2.0300,7.9580,5.8010,-15.3230,-54.5830,70.9570,-4.7860,-0.7290,-6.2230,-4.5970,-10.0030,-1.8910,14.3100,17.9480,7.6590,0.2410,-0.6060,1.7840,-3.6010,-5.6860,7.3980,-9.7830,41.0910,26.7290,-0.2260,2.2420,0.2030,-5.3680,6.9240,6.2920
120,-17.6960,16.4530,47.6610,-2.6950,-5.9670,1.7300,9.9480,2.6260,-1.4650,12.4510,92.9790,-14.7580,2.3070,0.3370,0.6320,1.6140,9.0210,4.1850,-21.7420,78.6560,-41.6920,4.8800,0.6760,2.9080,-2.0300,7.9580,5.8010,-15.2160,-54.6630,70.9570,3.3520,-1.3390,2.2200,-4.0250,-8.5780,-2.4420,14.3100,17.9480,7.6590,0.2410,-0.6060,1.7840,-3.6010,-5.6860,7.3980,-9.6830,41.2070,26.7290,5.6060,2.4550,3.3630,-5.4880,7.4790,6.6510
140,-17.6870,16.8450,47.6610,-2.7860,-9.9210,-0.6370,9.8190,2.7050,-1.9150,12.7160,93.5630,-14.7580,1.9710,5.5130,-0.7420,0.8950,9.6130,2.3820,-21.9700,79.3390,-41.5640,-6.5090,6.7830,1.8540,-0.7250,8.3940,4.6280,-15.3140,-54.5710,70.9570,2.5420,-4.7290,1.5940,-3.3540,-8.3170,-1.7790,14.1980,18.1720,7.6590,-2.7360,-4.2850,1.8600,-3.2030,-5.3460,7.3620,-9.6790,41.5010,26.7290,5.2550,1.5090,2.9960,-5.5020,7.6760,6.1870
160,-17.5240,17.3340,47.6610,-5.4120,-6.1040,-0.4380,9.4000,2.7100,-2.1570,12.8610,93.6500,-14.7580,-13.8610,1.2530,0.6630,0.9620,9.0980,2.8780,-21.4940,78.1350,-41.6980,-22.7840,4.5080,-6.6800,-3.1080,6.4020,8.6240,-15.4450,-54.5040,70.9570,-2.5420,-4.9880,-3.3530,-3.2990,-8.4970,-1.5750,14.2700,17.9990,7.6590,-7.1030,-4.5900,-2.8580,-3.8520,-5.8010,7.2900,-9.7740,41.4900,26.7290,1.0260,-2.3390,1.0880,-5.2150,7.0440,6.3970
180,-17.4620,17.3540,47.6610,-11.9930,-3.6610,1.6840,8.6650,2.2790,-1.4030,12.7020,92.3830,-14.7580,-19.7240,-7.0680,3.4720,1.5280,7.3310,6.8790,-21.1220,78.0280,-41.6980,-9.0280,3.3940,2.6330,-2.6170,7.7600,6.0550,-15.3760,-54.6830,70.8180,-6.0070,2.2180,-6.9400,-3.8570,-9.1910,-2.3250,14.3300,17.7970,7.6590,-6.0490,-5.7510,0.8680,-4.0580,-6.2060,7.4790,-9.7310,41.4040,26.7290,0.0490,2.1800,2.1570,-5.2530,6.7660,6.3540
200,-17.4680,17.5010,47.6610,-7.5040,-9.8140,3.8060,9.8900,2.7370,-1.7360,12.6590,92.3440,-14.6250,-7.9370,-1.3120,6.6480,1.4800,8.8990,3.8620,-21.1220,78.0280,-41.6980,-9.0280,3.3940,2.6330,-2.6170,7.7600,6.0550,-15.5660,-54.8210,70.8180,-0.1290,-7.6910,-4.9250,-3.3570,-8.5040,-2.4110,14.3300,17.7970,7.6590,-6.0490,-5.7510,0.8680,-4.0580,-6.2060,7.4790,-9.6250,41.5500,26.8650,7.1180,2.9740,6.7980,-5.4830,7.7380,6.5120
