timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-19.2720,-17.4580,5.5970,-0.7390,-0.4920,0.3130,5.1260,-3.6370,8.1910,-0.1450,0.8800,-8.0060,-0.2330,-0.0590,0.2790,1.2710,-5.2100,8.3290,3.4710,-12.0980,-8.8470,-0.2180,-0.3040,-0.1130,-4.1420,-5.6770,7.1680,0.3610,-15.4440,-18.9120,-0.0900,-0.6880,-0.4300,-5.7770,-6.8670,3.5980,-0.3230,-7.4100,2.2020,0.3820,-1.1730,-0.3280,-2.1430,-4.5320,8.5090,1004.7850,795.0640,180.0000,34.8970,39.5840,45.1930,-1.1500,0.8880,4.5660
20,-19.2870,-17.4210,5.5970,-0.8460,-0.2170,0.4350,5.1620,-3.6820,8.2150,-0.1470,0.8910,-8.0060,0.2260,0.0780,0.0790,1.2690,-5.1790,8.3610,3.4770,-12.0910,-8.8470,-0.0490,0.1560,-0.0520,-4.1830,-5.6260,7.1470,0.4080,-15.4120,-18.9120,0.0330,0.0780,0.1530,-5.8250,-6.8470,3.5720,-0.3370,-7.3960,2.2020,0.2600,-0.6540,-0.1290,-2.1880,-4.5710,8.5900,1005.4530,795.6460,180.0000,35.8280,39.0340,42.5520,-1.1770,0.9120,4.5850
40,-19.3020,-17.3880,5.5970,-0.9370,-0.0950,0.5880,5.1260,-3.6540,8.1400,-0.1200,0.8830,-8.0060,-0.1570,0.0020,-0.0280,1.1590,-5.1980,8.3080,3.5040,-12.0690,-8.8470,-0.1100,0.3690,0.3000,-4.2520,-5.5830,7.1830,0.4330,-15.3740,-18.9120,0.1700,-0.3040,-0.1690,-5.7220,-6.7950,3.5580,-0.3020,-7.3950,2.2020,-0.1060,0.2330,-0.0980,-2.1640,-4.5660,8.5400,1006.1450,796.2150,180.0000,35.2170,40.2400,44.9490,-1.1480,0.9030,4.5870
60,-19.2920,-17.3540,5.5970,-0.8300,-0.1100,0.4350,5.0450,-3.6730,8.1810,-0.1160,0.8730,-8.0060,-0.4310,0.1540,0.3080,1.2470,-5.2000,8.3340,3.4900,-12.0570,-8.8470,-0.2010,0.0460,0.2220,-4.1640,-5.6720,7.2470,0.4490,-15.3250,-18.9120,-0.1670,-0.4550,-0.7170,-5.8060,-6.9020,3.6730,-0.2870,-7.3930,2.2020,0.0770,-0.0130,-0.1280,-2.2510,-4.5830,8.5520,1006.8230,796.7950,180.0000,35.7210,39.5380,43.6210,-1.1520,0.8970,4.6350
80,-19.2920,-17.3540,5.5970,-0.8300,-0.1100,0.4350,5.0450,-3.6730,8.1810,-0.1300,0.8460,-8.0060,-0.6570,-0.4420,0.0010,1.2670,-5.2190,8.2790,3.5120,-12.0540,-8.8470,-0.0170,0.2450,0.1290,-4.1710,-5.5400,7.0200,0.4850,-15.2710,-18.9120,0.0790,-0.4070,-0.4240,-5.7290,-6.7130,3.5770,-0.3050,-7.3760,2.2020,0.0770,-0.5320,-0.2190,-2.1550,-4.5180,8.5380,1007.4970,797.3660,180.0000,35.2780,39.3850,43.4380,-1.1580,0.9210,4.5660
100,-19.2920,-17.3540,5.5970,-0.8300,-0.1100,0.4350,5.0450,-3.6730,8.1810,-0.1440,0.8310,-8.0060,-1.1270,-0.3170,0.3370,1.2790,-5.1790,8.3460,3.4550,-12.0600,-8.8470,-0.5820,-0.3060,0.4030,-4.1040,-5.8230,7.3810,0.4770,-15.2470,-18.9120,-0.4410,-1.0310,-1.3220,-5.7960,-6.9840,3.6610,-0.3050,-7.3760,2.2020,0.0770,-0.5320,-0.2190,-2.1550,-4.5180,8.5380,1008.1970,797.9620,180.0000,35.7670,39.7060,44.6440,-1.1650,0.8790,4.5510
120,-19.3330,-17.2350,5.5970,-0.6320,-0.3240,0.3430,5.1400,-3.6970,8.2220,-0.1790,0.8090,-8.0060,-0.7150,-0.7140,0.0930,1.3580,-5.3250,8.4750,3.4200,-12.0620,-8.8470,0.2120,-0.1690,-0.1310,-4.0290,-5.6460,7.1010,0.5040,-15.1980,-18.9120,0.3380,-0.0080,0.0970,-5.7390,-6.8280,3.6100,-0.3390,-7.3620,2.2020,0.1990,-0.4980,-0.1110,-2.1050,-4.5610,8.5860,1008.8480,798.5290,180.0000,35.8740,39.1100,44.4610,-1.1560,0.9030,4.5560
140,-19.3570,-17.2110,5.5970,-0.6780,-0.5220,0.5270,5.1450,-3.6890,8.1500,-0.1590,0.8180,-8.0060,0.5370,0.2780,0.2300,1.1830,-5.1240,8.1880,3.4230,-12.0530,-8.8470,0.2420,0.1990,0.0220,-4.1470,-5.6190,7.1180,0.5550,-15.1440,-18.9120,0.1830,-0.0380,0.1270,-5.7820,-6.7370,3.5940,-0.3130,-7.3500,2.2020,-0.1540,0.9680,0.4520,-2.2170,-4.5610,8.5310,1009.5190,799.1090,180.0000,35.7360,39.2170,42.0640,-1.1840,0.8990,4.5870
160,-19.3570,-17.1610,5.5970,-0.8000,-0.2630,0.6330,5.0780,-3.6130,8.2100,-0.1580,0.8290,-8.0060,-0.4130,-0.2270,0.3360,1.2310,-5.1240,8.3340,3.4580,-12.0520,-8.8470,-0.2630,0.3960,0.4650,-4.2280,-5.5810,7.0800,0.5730,-15.0830,-18.9120,-0.1530,-0.6790,-0.4380,-5.7770,-6.8190,3.6800,-0.2810,-7.3450,2.2020,-0.0770,0.8310,0.3150,-2.2480,-4.5540,8.5540,1010.2140,799.6720,180.0000,34.9120,40.3620,45.7280,-1.1960,0.9070,4.5610
180,-19.3570,-17.1610,5.5970,-0.8000,-0.2630,0.6330,5.0780,-3.6130,8.2100,-0.1420,0.8010,-8.0060,-1.0670,-0.2570,0.0590,1.1800,-5.2310,8.3270,3.4740,-12.0410,-8.8470,-0.7510,0.3330,0.5850,-4.2830,-5.6890,7.3190,0.5790,-15.0610,-18.9120,-0.7180,-1.0580,-1.5350,-5.8590,-6.9740,3.6820,-0.2650,-7.3260,2.2020,0.0150,-0.0740,-0.2820,-2.2430,-4.4960,8.5350,1010.9000,800.2380,180.0000,35.0340,39.9650,43.0250,-1.1500,0.9040,4.5680
200,-19.3800,-17.1130,5.5970,-1.8530,-0.9040,0.8780,5.0950,-3.6850,8.2290,-0.1540,0.7910,-8.0060,-0.7460,-0.6690,0.0440,1.2950,-5.3820,8.6410,3.3920,-12.0380,-8.8470,-0.4910,-0.9800,-0.7440,-3.9790,-5.7080,7.2780,0.6220,-15.0250,-18.9120,-0.3210,0.5000,0.1600,-5.7840,-6.8470,3.6340,-0.2650,-7.3260,2.2020,0.0150,-0.0740,-0.2820,-2.2430,-4.4960,8.5350,1011.5960,800.8030,180.0000,35.0030,40.4690,45.5900,-1.1590,0.9090,4.5660
220,-19.4230,-17.1010,5.5970,-1.8840,-1.1480,1.0460,5.1500,-3.6300,8.1160,-0.1700,0.8040,-8.0060,0.9020,0.0030,0.3340,1.2930,-5.1430,8.1980,3.3860,-12.0590,-8.8470,-0.4910,-0.6750,-0.6370,-4.1160,-5.5900,6.9960,0.6850,-15.0120,-18.9120,-0.0440,0.7410,0.4950,-5.7100,-6.7090,3.4760,-0.2760,-7.3280,2.2020,-0.3210,-0.1810,-0.7390,-2.1670,-4.5560,8.5380,1012.2780,801.3790,180.0000,35.5380,39.7510,42.0180,-1.1670,0.9290,4.6090
