timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,5.0310,3.5810,5.0510,-1.1830,0.6200,0.3220,4.0370,-4.0050,8.5190,1.4360,-12.2220,7.2220,-0.0850,-0.7140,0.1750,1.0390,-6.9840,7.0100,5.4210,-7.0820,-69.2300,-0.8550,-0.8530,-0.3850,-4.4460,-4.9580,7.5320,3.4800,-6.4610,-116.3430,-0.8570,0.4260,-0.3820,-5.9260,-6.2630,4.3770,5.0610,-8.2690,-11.0070,-0.4740,0.1980,-0.3950,-3.0450,-4.5830,8.1570,-26.3530,17.1400,180.0000,35.7210,40.2710,44.0940,-1.1760,0.7460,4.6040
20,5.0470,3.5830,5.0510,-0.8170,0.3000,0.1230,4.1080,-4.0220,8.6100,1.4080,-12.2280,7.2220,-0.0540,-0.4770,0.0820,0.9740,-6.9980,7.0490,5.4030,-7.0940,-69.2300,-0.8240,-0.8370,-0.4010,-4.4270,-4.9700,7.5080,3.4790,-6.5270,-116.3430,-0.8880,0.3800,-0.3670,-5.8870,-6.2940,4.2710,5.0730,-8.2750,-11.0070,-0.4110,0.0750,-0.3160,-3.1100,-4.5780,8.2290,-26.3510,17.1460,180.0000,35.5840,39.7970,44.3230,-1.1820,0.7550,4.6470
40,5.0460,3.5900,5.0510,-0.5570,0.0860,0.1080,4.1420,-4.0010,8.5740,1.3930,-12.2120,7.2220,0.0990,-0.4600,-0.0100,0.9960,-6.9600,7.0320,5.3890,-7.1100,-69.2300,-0.6110,-0.8980,-0.2630,-4.4480,-4.9970,7.4990,3.4780,-6.5620,-116.3430,-0.7200,0.3800,-0.1530,-5.9020,-6.2680,4.3430,5.0600,-8.2840,-11.0070,-0.3320,-0.0630,-0.2080,-3.0430,-4.6140,8.2620,-26.3630,17.1650,180.0000,36.2860,39.1100,44.3540,-1.1800,0.7660,4.6400
60,5.0360,3.6010,5.0510,-0.6030,0.0860,0.1380,4.1640,-3.9740,8.5520,1.3790,-12.1970,7.2220,0.0830,0.0460,0.1420,1.0250,-6.9410,7.0080,5.3640,-7.1130,-69.2300,-0.3510,-0.8220,-0.1870,-4.4100,-4.9970,7.5390,3.4860,-6.5770,-116.3430,-0.4570,0.4240,0.0760,-5.9500,-6.2610,4.3810,5.0630,-8.3040,-11.0070,-0.1930,-0.0320,-0.0540,-3.0840,-4.6350,8.2030,-26.3480,17.1690,180.0000,35.4610,40.4690,42.0640,-1.1500,0.7600,4.6140
80,5.0620,3.6070,5.0510,-0.8320,0.6360,0.1990,4.0890,-3.9980,8.6120,1.4010,-12.1940,7.2220,0.0680,0.2450,-0.0570,0.9100,-6.9460,6.9580,5.4730,-7.1610,-69.2300,0.1700,0.6480,-0.0330,-4.5830,-4.8700,7.0410,3.4550,-6.5280,-116.3430,-0.0730,0.1930,0.2900,-5.8200,-6.1870,4.5200,5.0670,-8.3070,-11.0070,-0.0700,-0.1230,0.1750,-3.1360,-4.6500,8.3250,-26.3860,17.1410,180.0000,33.8740,37.8280,43.5750,-1.1800,0.9120,4.6040
100,5.0560,3.6330,5.0510,-0.5120,0.1470,-0.0600,4.1730,-3.9530,8.6190,1.4070,-12.2020,7.2220,0.1130,-0.0620,0.0200,0.9430,-6.9960,6.9500,5.4450,-7.1660,-69.2300,0.0470,0.0640,0.0130,-4.3050,-4.9820,7.4560,3.4800,-6.5660,-116.3430,0.0960,0.1310,0.1510,-6.0000,-6.2580,4.2740,5.0800,-8.2970,-11.0070,-0.0090,-0.2450,0.0210,-3.1340,-4.5510,8.2310,-26.3940,17.1560,180.0000,36.0570,39.3390,43.6670,-1.1780,0.7850,4.6180
120,5.0380,3.6470,5.0510,-0.4810,0.0710,-0.1820,4.1920,-3.9650,8.5540,1.4070,-12.2020,7.2220,0.1130,-0.0620,0.0200,0.9430,-6.9960,6.9500,5.4140,-7.1650,-69.2300,-0.0910,-0.7910,-0.1860,-4.3770,-4.9870,7.5080,3.4700,-6.5910,-116.3430,0.0190,0.2830,0.0590,-5.8870,-6.2900,4.3380,5.0660,-8.2980,-11.0070,-0.1310,-0.3960,-0.1470,-3.0500,-4.5870,8.2340,-26.3830,17.1650,180.0000,35.7360,40.2400,43.0250,-1.1580,0.7650,4.5800
140,5.0430,3.6620,5.0510,-0.6340,0.3000,-0.0300,4.1300,-3.9620,8.5860,1.3850,-12.2050,7.2220,0.1720,-0.0270,0.1710,0.9480,-6.9770,6.9720,5.4170,-7.1560,-69.2300,-0.0450,-0.5730,-0.0930,-4.5010,-4.9780,7.5370,3.4830,-6.6080,-116.3430,0.0490,0.3270,0.2720,-5.9470,-6.2390,4.3260,5.0500,-8.3060,-11.0070,0.0070,-0.3330,0.0070,-3.0240,-4.5920,8.1830,-26.3710,17.1520,180.0000,34.6370,40.3320,43.4830,-1.1650,0.7470,4.6180
160,5.0700,3.6710,5.0510,-0.6790,0.5130,0.0470,4.0820,-3.9980,8.6260,1.4020,-12.2480,7.2220,0.1410,-0.1640,0.1860,0.8950,-7.0370,6.8140,5.4150,-7.1330,-69.2300,0.1540,-0.2040,0.0900,-4.4630,-4.9580,7.5730,3.5000,-6.6250,-116.3430,0.1870,0.3560,0.4390,-5.9780,-6.2560,4.3310,5.0490,-8.2960,-11.0070,0.0380,-0.1020,0.2210,-3.0650,-4.5510,8.2190,-26.3750,17.1650,180.0000,35.9500,39.5220,42.5670,-1.1820,0.7630,4.6140
180,5.0800,3.6660,5.0510,-1.0610,0.3300,0.1840,4.1180,-4.0030,8.5860,1.3060,-12.2630,7.2220,-0.5620,-1.5830,0.7500,1.2070,-6.9860,6.9580,5.3990,-7.1220,-69.2300,0.0010,-0.0200,0.0290,-4.3840,-4.9750,7.5490,3.4920,-6.6350,-116.3430,0.0630,0.3240,0.3140,-5.9060,-6.2730,4.3720,5.0610,-8.3050,-11.0070,-0.1000,0.0810,0.2350,-3.0930,-4.5870,8.1790,-26.3730,17.1670,180.0000,35.4160,39.8280,46.0180,-1.1590,0.7430,4.5940
