timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-11.6000,-88.5260,-164.9550,-253.9980,-136.3530,147.3660,13.5540,-20.0830,10.1800,7.0940,104.0130,-174.2010,-294.5050,40.0410,29.6600,-7.3720,-8.7800,-18.2010,-31.5110,120.7040,-179.1700,-212.0500,158.8350,-43.4950,-3.3350,-0.9580,-16.1130,-64.0120,165.7400,-173.2290,-199.1040,60.5610,-153.7040,5.3940,-0.5080,-12.8950,-10.3810,-131.6790,-176.5080,-219.7160,30.0470,-9.2100,-4.8030,-9.1820,-11.5760,-11.8340,8.2580,167.5460,-232.1770,-67.8450,-98.1540,-3.1650,-5.6860,18.6840
20,-13.6300,-91.2300,-161.4540,-3.9520,-9.4830,69.2590,10.1130,-14.7510,4.8460,6.8690,100.2480,-174.0730,-167.6960,-6.9660,6.3780,-4.1200,-7.0770,-17.5110,-30.6850,117.8190,-180.0000,-119.2250,45.3540,-42.1210,0.9220,-1.3720,-14.3340,-64.1150,163.8710,-175.0910,-88.5700,-1.7900,-93.0930,8.1310,0.3620,-11.9830,-11.0120,-133.7500,-176.3180,-91.8080,-28.9150,9.5230,-2.3630,-11.5260,-13.9130,-11.7600,5.6190,166.7240,-127.8870,1.3460,-41.0550,-4.5710,-5.1040,19.3810
40,-13.4180,-89.1180,-161.5770,103.6660,10.2430,-6.1310,12.0450,-13.7380,5.7010,5.6880,99.5230,-174.4620,-15.6500,-54.7980,-19.4090,-0.1870,-4.1850,-15.3680,-31.6880,117.2420,-180.0000,-3.7900,-46.0500,-40.1210,3.3730,-1.6110,-13.4480,-64.7090,164.3680,-175.5650,29.7200,-26.3100,-23.6890,11.1190,0.2150,-11.1350,-12.1490,-133.2090,-176.5230,38.8180,-54.2130,-10.2480,-1.2400,-11.6740,-15.7080,-10.7260,5.0360,167.0990,-25.0780,49.3310,18.7460,-7.2020,-5.1330,18.8180
60,-13.4180,-89.1180,-161.5770,103.6660,10.2430,-6.1310,12.0450,-13.7380,5.7010,4.7260,101.7370,-175.7780,131.2350,-43.8060,-65.8210,-0.9170,-7.3550,-16.0870,-33.6640,119.4870,-180.0000,137.2940,-94.7520,-40.8380,1.0870,-3.9940,-14.9570,-64.8920,167.4210,-174.4660,157.5520,-5.7600,54.9520,10.7830,-0.7780,-12.4810,-12.9690,-130.3720,-177.6050,153.5810,-38.3040,-54.1410,-1.6740,-11.6190,-14.2550,-9.7030,6.6270,168.9260,83.6400,48.8120,91.3270,-5.9500,-4.5940,19.1510
80,-11.4720,-79.7040,-167.4590,265.5140,77.2810,-184.5120,9.4740,-11.4010,2.1240,4.3360,106.9140,-177.7440,279.4190,-15.2260,-98.3090,-2.5350,-6.3590,-18.2370,-36.5440,124.3490,-180.0000,268.1340,-139.9430,-13.9380,1.7170,1.8650,-16.5580,-65.2280,172.5380,-171.5490,260.7280,-13.3780,145.8230,8.2700,4.8990,-12.0980,-13.9870,-124.8900,-178.7010,285.8870,-48.2740,-54.7670,-1.0680,-2.8660,-13.6060,-8.7350,10.6110,171.8000,203.2580,46.0640,143.7240,-3.0140,-2.7460,16.3120
100,-11.4720,-79.7040,-167.4590,265.5140,77.2810,-184.5120,9.4740,-11.4010,2.1240,3.9940,113.3950,-179.0140,344.6710,-12.8750,-63.5000,-1.9510,1.7090,-13.9100,-40.2000,129.7060,-179.3780,292.8660,-178.7070,31.1160,4.9610,6.1320,-11.0210,-66.4400,177.9760,-167.8320,276.8040,-57.2100,185.8530,6.3540,8.8320,-7.4720,-13.7200,-53.0450,-179.1080,319.9020,-65.0830,-20.3550,-1.3890,2.7650,-10.4820,-7.4360,16.1340,174.7400,280.2050,62.6290,146.9600,-2.6240,1.2570,13.0820
120,-6.2340,-70.2390,-173.8700,211.2080,120.5170,-139.1380,0.8000,-4.0920,0.3780,4.6880,135.0980,-179.3900,306.3500,-26.5080,-18.7670,-0.9700,4.3740,-7.3330,-43.6250,133.9040,-178.3910,234.9430,-167.1800,49.3140,4.2070,2.4420,-6.0170,-67.9940,182.2230,-164.6560,217.2160,-74.3550,158.7840,5.1310,3.0740,-4.4800,-14.9960,-47.3640,-179.1080,256.9400,-62.1060,-4.1110,-0.7420,-4.0200,-5.9570,-5.9270,21.3720,177.1040,265.9610,73.1170,118.2120,-4.1610,2.2860,10.6420
140,-4.5840,-66.5980,-176.3240,180.0940,82.1510,-122.6960,3.4720,-0.6940,0.9050,4.1270,139.9230,-179.8550,253.4030,-24.4620,-23.2710,-0.3850,-1.0440,-5.0350,-46.4370,137.4290,-177.7750,201.2630,-136.5390,30.8100,1.3020,-0.6270,-5.3010,-69.0470,185.8940,-162.0960,188.4380,-49.2560,128.0210,3.7060,0.4880,-4.8080,-15.9390,-42.3640,-179.4950,222.8640,-45.4490,-19.3780,-0.1750,-2.8750,-5.0730,-3.8820,24.0180,179.1980,218.5100,61.6510,104.7010,-3.7300,1.7810,8.4660
160,-4.5840,-66.5980,-176.3240,180.0940,82.1510,-122.6960,3.4720,-0.6940,0.9050,3.8480,144.0360,-180.0000,217.7700,-10.4010,-32.1570,-0.0070,1.2450,-4.8480,-48.6140,140.4660,-177.2630,176.9280,-104.7980,25.5890,2.8180,3.4400,-4.7910,-69.6580,189.0430,-159.8050,162.3460,-27.1650,114.5400,2.9310,4.8790,-3.1820,-16.4220,-38.2530,-179.8840,178.4210,-22.4420,-19.4080,-0.4910,2.7720,-4.4080,-3.1130,27.6700,180.0000,180.3880,36.4000,87.7850,-2.9400,4.5920,7.9320
180,-2.8400,-64.0240,-179.4110,19.1620,25.6930,-51.1990,-0.7710,0.7590,-0.1440,3.8600,146.4820,-180.0000,134.3960,4.1940,-9.7900,-0.3060,2.5710,-2.2790,-49.7310,141.9500,-176.6700,99.2180,-51.7600,29.6650,0.9940,1.9870,-2.2460,-70.0170,190.5930,-158.4280,82.3770,-14.5540,68.8300,1.7880,1.4940,-1.8840,-16.4760,-36.0690,-179.8840,82.1310,-0.9910,-3.4540,-0.2850,-0.2630,-1.7480,-2.8980,30.5660,180.0000,120.3730,10.2930,46.8530,-2.8160,5.3390,7.0290
