timestamp,thumb_P,thumb_R,thumb_Y,thumb_gx,thumb_gy,thumb_gz,thumb_ax,thumb_ay,thumb_az,index_P,index_R,index_Y,index_gx,index_gy,index_gz,index_ax,index_ay,index_az,middle_P,middle_R,middle_Y,middle_gx,middle_gy,middle_gz,middle_ax,middle_ay,middle_az,ring_P,ring_R,ring_Y,ring_gx,ring_gy,ring_gz,ring_ax,ring_ay,ring_az,pinky_P,pinky_R,pinky_Y,pinky_gx,pinky_gy,pinky_gz,pinky_ax,pinky_ay,pinky_az,palm_P,palm_R,palm_Y,palm_gx,palm_gy,palm_gz,palm_ax,palm_ay,palm_az
0,-23.8410,-11.9190,-145.6950,-500.0740,-122.0780,351.5640,-3.4620,-14.1430,-6.8740,6.1790,77.3670,-166.9900,-496.4290,9.7210,160.5300,-1.5800,5.5210,-12.4590,-36.2200,59.9020,-176.8720,-498.6140,256.9270,14.2300,5.9900,4.2570,-10.2900,-63.2850,81.1800,-150.1570,-501.1810,40.9120,-297.7960,8.2030,6.9960,-8.9350,-11.7790,-127.9070,-170.7980,-498.4800,86.9930,109.8280,-1.7840,-3.3020,-15.2130,-8.9990,16.9200,158.6110,-459.5360,-72.2870,-281.1010,-3.0770,-1.5710,7.2900
20,-23.8410,-11.9190,-145.6950,-500.0740,-122.0780,351.5640,-3.4620,-14.1430,-6.8740,6.1790,77.3670,-166.9900,-496.4290,9.7210,160.5300,-1.5800,5.5210,-12.4590,-29.4000,49.2020,-177.0370,-498.6140,335.4000,-8.2890,3.4980,2.3340,-11.3770,-62.3040,86.7120,-156.7650,-501.1810,99.7970,-330.3760,6.8430,1.0200,-8.4280,-11.7790,-127.9070,-170.7980,-498.4800,86.9930,109.8280,-1.7840,-3.3020,-15.2130,-11.5220,7.0050,152.8850,-502.0090,-126.7910,-286.3220,-3.7760,-5.6120,9.1840
40,-31.7910,-30.4290,-133.6430,-442.2120,-196.0470,275.5950,13.9100,-20.3030,8.7840,7.8800,56.3630,-163.4070,-494.6120,35.9500,80.5910,-6.1670,-6.1630,-19.0790,-22.3520,38.5030,-177.9790,-498.6140,346.8200,-47.0680,-0.6660,0.6320,-15.1620,-59.9410,76.7770,-162.9610,-469.6690,118.8970,-309.8110,5.9040,3.1200,-13.3980,-6.9240,-148.8820,-169.1880,-498.4800,116.6880,19.6910,-4.0920,-7.2950,-14.5690,-11.4310,7.0950,152.8850,-1.7490,3.9110,-0.5050,-4.9050,-0.0010,-0.0010
60,-33.6160,-36.8800,-128.8520,-330.9900,-89.7420,239.5640,10.5420,-18.1000,6.0000,7.6390,48.3030,-161.4480,-373.4670,-11.1490,97.9200,-3.6660,-0.5580,-17.1500,-16.7320,29.5860,-178.6260,-409.4850,275.3700,-32.3800,-1.3500,1.8600,-16.7000,-58.3400,68.4800,-167.8120,-387.7450,80.7590,-242.5590,6.2780,3.0260,-12.4690,-5.2030,-157.6070,-168.3410,-410.3270,82.8560,42.3780,-3.6150,-6.3300,-13.3360,-13.6800,-1.2630,148.4430,-426.8180,-113.8140,-223.4980,-1.5160,-6.2630,15.6870
80,-34.0050,-41.4750,-124.7110,-238.2570,-17.9560,207.0300,5.6460,-14.0010,-0.7350,6.9170,42.0050,-159.6890,-285.3140,-35.1490,87.9650,-0.3900,1.8940,-14.2120,-13.1490,22.1040,-178.6260,-337.7290,173.5990,-4.4570,3.2630,3.0860,-13.2540,-58.3300,61.7810,-171.3740,-307.8520,1.2020,-178.1160,9.1220,4.9440,-9.5770,-4.4910,-164.4420,-166.8810,-315.8540,32.4130,72.9890,-1.2590,-7.1370,-14.9590,-14.5340,-7.4550,144.6940,-315.8560,-43.3260,-187.4980,-3.9310,-6.0290,16.9510
100,-34.5040,-45.0360,-121.7420,-186.5320,-23.4060,148.4650,6.7920,-14.0110,0.1010,6.4960,37.1890,-158.5910,-211.2230,-20.0960,54.8970,-1.1880,0.8640,-13.9990,-10.8050,16.0570,-178.6260,-266.0040,111.5990,-4.6550,6.0860,2.8180,-11.0420,-58.6000,56.6100,-174.0980,-231.4100,-12.8130,-136.1470,10.2690,6.5120,-9.0290,-4.1200,-169.7130,-165.8310,-237.6400,15.3440,52.5150,-0.0500,-5.4560,-16.0440,-14.7390,-12.0230,141.8710,-234.6500,-10.8520,-141.1010,-5.6600,-7.6400,16.6730
120,-34.9800,-47.5500,-119.9110,-134.1510,-22.3220,91.5330,7.6710,-15.3970,2.3560,6.4960,37.1890,-158.5910,-211.2230,-20.0960,54.8970,-1.1880,0.8640,-13.9990,-8.9420,11.6410,-178.7750,-184.4310,87.5070,-7.4490,4.2980,4.0340,-11.3370,-58.4660,52.8170,-176.0790,-162.6000,7.4610,-99.0630,7.1440,6.5390,-8.2120,-3.6130,-173.7460,-165.3070,-175.2130,22.0620,26.1030,-1.4390,-3.6700,-12.6920,-15.0470,-15.1990,139.9740,-165.0620,-15.9970,-94.8720,-3.3210,-7.4840,16.9220
140,-34.9590,-48.7420,-118.7360,-68.0740,2.5790,58.7850,4.6300,-13.0890,0.5270,5.8690,31.8980,-157.2980,-70.1080,-18.2940,25.1870,-2.5140,2.8320,-11.5810,-7.7770,8.5860,-178.7750,-116.4160,52.6830,0.2000,3.7850,4.3690,-10.8700,-58.5170,50.2050,-177.2510,-103.4550,-1.8360,-58.6200,6.4600,6.1720,-7.9220,-3.4320,-176.3170,-164.7250,-102.9680,5.8940,29.1870,-1.3980,-3.1790,-11.8130,-15.1300,-17.1010,138.6940,-101.3070,-4.7910,-64.0170,-3.0410,-6.2700,15.8900
160,-26.6490,-54.6130,-117.7600,-23.2960,16.5020,48.7850,1.3240,-10.8390,-1.6180,6.8210,56.2030,-157.0700,-41.2380,-29.3480,11.3850,-2.2190,4.4840,-8.8920,-11.4910,28.0530,-178.7750,-67.2710,18.1790,-0.8690,3.9070,5.9710,-8.5590,-59.2930,63.8450,-177.9870,-52.5390,-24.4010,-36.7880,5.4420,7.5270,-5.8660,-4.5210,-172.5890,-164.2330,-59.0140,-15.8920,24.6070,-1.2570,-0.5360,-9.7900,-14.7910,-18.0070,138.0370,-51.5510,16.3230,-32.8260,-3.0790,-5.4320,13.9820
180,-21.4110,-58.7360,-116.7550,-3.8300,9.6930,50.2510,1.7190,-9.1580,-1.6160,6.8680,74.9990,-157.0700,-29.2380,-40.7220,-1.6680,-1.4700,3.4190,-7.8910,-15.2210,42.8120,-178.9940,-46.6450,-5.1650,-10.9300,3.8140,6.0760,-6.2610,-59.5980,74.7170,-178.6980,-25.5930,-34.8590,-35.5360,3.9150,7.1440,-4.5300,-5.8360,-108.1380,-163.8880,-41.0900,-32.2890,17.2480,-0.9530,0.8500,-9.3590,-14.1340,-18.5370,137.7970,-32.7420,32.2160,-12.0020,-2.8040,-4.7620,12.4020
